"Date","Region","Hospitalised","In ICU","Home Isolation","Healed","Dead","Tests","People Tested","ICU Entries","Swab Test Positive","Antigenic Test Positive","Swab Tests","Antigenic Tests"
2020-10-04,"Friuli V.G.",18,5,828,3686,353,425043,188339,NA,4890,NA,425043,NA
2020-10-04,"Lazio",737,48,7148,8637,939,926458,768942,NA,17509,NA,926458,NA
2020-10-04,"Liguria",167,23,1687,10382,1610,324170,173211,NA,13869,NA,324170,NA
2020-10-04,"Lombardia",296,39,9026,81733,16971,2187132,1365206,NA,108065,NA,2187132,NA
2020-10-04,"Marche",24,6,911,6210,992,254464,149612,NA,8143,NA,254464,NA
2020-10-04,"Molise",2,0,139,509,25,44873,43376,NA,675,NA,44873,NA
2020-10-04,"Bolzano",28,0,588,2737,292,182465,94635,NA,3645,NA,182465,NA
2020-10-04,"Trento",17,0,612,5140,406,237348,101675,NA,6175,NA,237348,NA
2020-10-04,"Piemonte",216,13,3141,28646,4167,744159,446474,NA,36183,NA,744159,NA
2020-10-04,"Puglia",231,13,2653,4739,598,424869,301067,NA,8234,NA,424869,NA
2020-10-04,"Sardegna",114,20,2145,1794,156,198433,167736,NA,4229,NA,198433,NA
2020-10-04,"Sicilia",329,24,2894,4115,319,506170,368405,NA,7681,NA,506170,NA
2020-10-04,"Toscana",99,26,3837,10451,1166,774753,519910,NA,15579,NA,774753,NA
2020-10-04,"Umbria",42,4,649,1895,86,213445,127485,NA,2676,NA,213445,NA
2020-10-04,"Valle d'Aosta",6,0,75,1106,146,29842,20588,NA,1333,NA,29842,NA
2020-10-04,"Veneto",178,20,4037,22195,2194,1973945,771021,NA,28624,NA,1973945,NA
2020-10-05,"Abruzzo",72,7,938,3108,482,209580,133682,NA,4607,NA,209580,NA
2020-10-05,"Basilicata",30,2,371,498,33,76885,76055,NA,934,NA,76885,NA
2020-10-05,"Calabria",37,2,544,1402,101,210446,208340,NA,2086,NA,210446,NA
2020-10-05,"Campania",463,43,7203,6593,466,632399,412392,NA,14768,NA,632399,NA
2020-10-05,"Emilia Romagna",213,11,4822,26556,4487,1219843,686918,NA,36089,NA,1219843,NA
2020-10-05,"Friuli V.G.",23,5,840,3690,353,426195,188881,NA,4911,NA,426195,NA
2020-10-05,"Lazio",764,48,7330,8671,944,937860,778041,NA,17757,NA,937860,NA
2020-10-05,"Liguria",180,24,1703,10459,1610,325764,174024,NA,13976,NA,325764,NA
2020-10-05,"Lombardia",305,41,9186,81811,16973,2195207,1370079,NA,108316,NA,2195207,NA
2020-10-05,"Marche",28,6,920,6219,992,255176,150061,NA,8165,NA,255176,NA
2020-10-05,"Molise",3,0,134,515,25,45073,43575,NA,677,NA,45073,NA
2020-10-05,"Bolzano",21,0,606,2743,292,183294,94956,NA,3662,NA,183294,NA
2020-10-05,"Trento",17,0,633,5168,406,238552,102111,NA,6224,NA,238552,NA
2020-10-05,"Piemonte",273,15,3135,28721,4168,748061,447344,NA,36312,NA,748061,NA
2020-10-05,"Puglia",239,14,2703,4762,599,426286,302788,NA,8317,NA,426286,NA
2020-10-05,"Sardegna",116,19,2191,1835,156,200055,169073,NA,4317,NA,200055,NA
2020-10-05,"Sicilia",361,28,2969,4130,321,508826,370087,NA,7809,NA,508826,NA
2020-10-05,"Toscana",112,32,3921,10531,1168,780067,523569,NA,15764,NA,780067,NA
2020-10-05,"Umbria",42,5,659,1903,86,213866,127714,NA,2695,NA,213866,NA
2020-10-05,"Valle d'Aosta",6,1,86,1107,146,29980,20687,NA,1346,NA,29980,NA
2020-10-05,"Veneto",182,20,4199,22259,2194,1980931,773489,NA,28854,NA,1980931,NA
2020-10-06,"Abruzzo",81,6,971,3113,484,211128,134677,NA,4655,NA,211128,NA
2020-10-06,"Basilicata",30,2,371,502,33,77909,77079,NA,938,NA,77909,NA
2020-10-06,"Calabria",38,1,546,1422,102,212328,210222,NA,2109,NA,212328,NA
2020-10-06,"Campania",488,47,7442,6718,468,637463,416074,NA,15163,NA,637463,NA
2020-10-06,"Emilia Romagna",212,13,4929,26617,4490,1231229,691551,NA,36261,NA,1231229,NA
2020-10-06,"Friuli V.G.",24,5,879,3699,355,429243,190029,NA,4962,NA,429243,NA
2020-10-06,"Lazio",774,44,7472,8794,948,948715,786768,NA,18032,NA,948715,NA
2020-10-06,"Liguria",178,23,1724,10609,1612,329089,175730,NA,14146,NA,329089,NA
2020-10-06,"Lombardia",320,40,9149,82184,16973,2211227,1380719,NA,108666,NA,2211227,NA
2020-10-06,"Marche",29,6,947,6226,992,256738,150966,NA,8200,NA,256738,NA
2020-10-06,"Molise",3,0,135,520,25,45628,44119,NA,683,NA,45628,NA
2020-10-06,"Bolzano",21,0,609,2757,292,184296,95487,NA,3679,NA,184296,NA
2020-10-06,"Trento",22,0,641,5195,406,239599,102600,NA,6264,NA,239599,NA
2020-10-06,"Piemonte",293,15,3274,28819,4170,756165,452847,NA,36571,NA,756165,NA
2020-10-06,"Puglia",244,21,2726,4829,603,430702,306067,NA,8423,NA,430702,NA
2020-10-06,"Sardegna",125,19,2181,1898,157,202374,170991,NA,4380,NA,202374,NA
2020-10-06,"Sicilia",368,28,3052,4237,322,515580,374604,NA,8007,NA,515580,NA
2020-10-06,"Toscana",117,28,4054,10606,1168,787032,528501,NA,15973,NA,787032,NA
2020-10-06,"Umbria",45,5,698,1923,86,216488,129274,NA,2757,NA,216488,NA
2020-10-06,"Valle d'Aosta",5,1,87,1112,146,30131,20774,NA,1351,NA,30131,NA
2020-10-06,"Veneto",208,15,4303,22319,2198,1991024,777300,NA,29043,NA,1991024,NA
2020-10-07,"Abruzzo",88,6,1004,3132,485,213635,136225,NA,4715,NA,213635,NA
2020-10-07,"Basilicata",35,0,379,504,35,78669,77839,NA,953,NA,78669,NA
2020-10-07,"Calabria",37,1,553,1432,102,214329,212223,NA,2125,NA,214329,NA
2020-10-07,"Campania",520,52,7771,6895,469,644967,422215,NA,15707,NA,644967,NA
2020-10-07,"Emilia Romagna",223,14,5058,26668,4491,1246110,698835,NA,36454,NA,1246110,NA
2020-10-07,"Friuli V.G.",26,6,913,3734,355,434417,192089,NA,5034,NA,434417,NA
2020-10-07,"Lazio",808,48,7724,8855,954,960623,795451,NA,18389,NA,960623,NA
2020-10-07,"Liguria",196,24,1812,10676,1614,332815,177511,NA,14322,NA,332815,NA
2020-10-07,"Lombardia",339,40,9498,82331,16978,2232796,1395667,NA,109186,NA,2232796,NA
2020-10-07,"Marche",31,5,1016,6240,992,259255,152490,NA,8284,NA,259255,NA
2020-10-07,"Molise",4,0,134,521,25,46052,44539,NA,684,NA,46052,NA
2020-10-07,"Bolzano",21,1,645,2775,292,185938,96289,NA,3734,NA,185938,NA
2020-10-07,"Trento",18,0,631,5241,406,241600,102992,NA,6296,NA,241600,NA
2020-10-07,"Piemonte",297,15,3412,28962,4172,763688,456021,NA,36858,NA,763688,NA
2020-10-07,"Puglia",251,23,2859,4883,603,435524,309260,NA,8619,NA,435524,NA
2020-10-07,"Sardegna",128,19,2243,1931,160,204430,172673,NA,4481,NA,204430,NA
2020-10-07,"Sicilia",375,30,3144,4345,326,522159,378610,NA,8220,NA,522159,NA
2020-10-07,"Toscana",123,28,4279,10673,1170,797046,535058,NA,16273,NA,797046,NA
2020-10-07,"Umbria",44,8,756,1928,86,218766,135552,NA,2822,NA,218766,NA
2020-10-07,"Valle d'Aosta",4,1,102,1113,146,30395,20931,NA,1366,NA,30395,NA
2020-10-07,"Veneto",214,16,4524,22464,2200,2006188,784296,NA,29418,NA,2006188,NA
2020-10-08,"Abruzzo",90,7,1055,3145,486,215967,137364,NA,4783,NA,215967,NA
2020-10-08,"Basilicata",35,0,394,511,35,79406,78439,NA,975,NA,79406,NA
2020-10-08,"Calabria",39,1,563,1441,102,216234,214128,NA,2146,NA,216234,NA
2020-10-08,"Campania",548,55,8347,7044,470,654892,430106,NA,16464,NA,654892,NA
2020-10-08,"Emilia Romagna",232,13,5179,26722,4492,1257805,704510,NA,36638,NA,1257805,NA
2020-10-08,"Friuli V.G.",23,6,991,3769,355,439370,194340,NA,5144,NA,439370,NA
2020-10-08,"Lazio",821,55,7976,8936,960,973956,805125,NA,18748,NA,973956,NA
2020-10-08,"Liguria",195,28,1932,10705,1614,336672,179543,NA,14474,NA,336672,NA
2020-10-08,"Lombardia",361,41,10004,82484,16979,2254865,1408098,NA,109869,NA,2254865,NA
2020-10-08,"Marche",34,5,1068,6251,992,261317,153648,NA,8350,NA,261317,NA
2020-10-08,"Molise",6,0,136,523,25,46541,45014,NA,690,NA,46541,NA
2020-10-08,"Bolzano",30,1,695,2785,292,187835,97393,NA,3803,NA,187835,NA
2020-10-08,"Trento",18,0,672,5259,406,244108,103685,NA,6355,NA,244108,NA
2020-10-08,"Piemonte",311,16,3652,29043,4172,771156,459191,NA,37194,NA,771156,NA
2020-10-08,"Puglia",278,23,3033,4929,604,440278,312343,NA,8867,NA,440278,NA
2020-10-08,"Sardegna",129,19,2322,1977,161,206533,174362,NA,4608,NA,206533,NA
2020-10-08,"Sicilia",376,33,3287,4454,329,529533,383416,NA,8479,NA,529533,NA
2020-10-08,"Toscana",132,27,4590,10693,1170,806096,541159,NA,16612,NA,806096,NA
2020-10-08,"Umbria",50,8,805,1956,87,221146,131965,NA,2906,NA,221146,NA
2020-10-08,"Valle d'Aosta",4,1,117,1116,146,30644,21086,NA,1384,NA,30644,NA
2020-10-08,"Veneto",213,19,4851,22620,2206,2023146,790836,NA,29909,NA,2023146,NA
2020-10-09,"Abruzzo",100,7,1142,3150,487,218754,138835,NA,4886,NA,218754,NA
2020-10-09,"Basilicata",35,0,413,514,35,80332,79502,NA,997,NA,80332,NA
2020-10-09,"Calabria",42,1,595,1447,103,218391,216285,NA,2188,NA,218391,NA
2020-10-09,"Campania",576,63,8958,7161,475,664441,437971,NA,17233,NA,664441,NA
2020-10-09,"Emilia Romagna",226,14,5369,26812,4493,1268552,709568,NA,36914,NA,1268552,NA
2020-10-09,"Friuli V.G.",23,6,1112,3794,355,443677,195965,NA,5290,NA,443677,NA
2020-10-09,"Lazio",853,57,8276,8983,966,988395,815474,NA,19135,NA,988395,NA
2020-10-09,"Liguria",199,26,2050,10780,1615,340129,181069,NA,14670,NA,340129,NA
2020-10-09,"Lombardia",371,44,10713,82744,16980,2280488,1424471,NA,110852,NA,2280488,NA
2020-10-09,"Marche",37,3,1105,6262,992,263612,154836,NA,8399,NA,263612,NA
2020-10-09,"Molise",8,0,144,524,25,47170,45640,NA,701,NA,47170,NA
2020-10-09,"Bolzano",35,2,760,2799,292,189365,98176,NA,3888,NA,189365,NA
2020-10-09,"Trento",20,0,661,5307,406,246109,104126,NA,6394,NA,246109,NA
2020-10-09,"Piemonte",345,22,3943,29113,4172,777967,462323,NA,37595,NA,777967,NA
2020-10-09,"Puglia",300,23,3227,4960,606,444874,315837,NA,9116,NA,444874,NA
2020-10-09,"Sardegna",133,23,2413,2012,161,209088,176462,NA,4742,NA,209088,NA
2020-10-09,"Sicilia",376,35,3490,4478,333,536684,387714,NA,8712,NA,536684,NA
2020-10-09,"Toscana",140,30,4951,10801,1173,816877,548458,NA,17095,NA,816877,NA
2020-10-09,"Umbria",55,8,937,1970,87,223791,133522,NA,3057,NA,223791,NA
2020-10-09,"Valle d'Aosta",4,2,133,1117,146,30804,21200,NA,1402,NA,30804,NA
2020-10-09,"Veneto",208,21,5245,22821,2209,2037471,796159,NA,30504,NA,2037471,NA
2020-10-10,"Abruzzo",110,7,1224,3152,487,221142,140150,NA,4980,NA,221142,NA
2020-10-10,"Basilicata",36,0,439,524,35,81193,80358,NA,1034,NA,81193,NA
2020-10-10,"Calabria",41,1,654,1457,103,220936,218830,NA,2256,NA,220936,NA
2020-10-10,"Campania",635,63,9493,7229,477,673472,446216,NA,17897,NA,673472,NA
2020-10-10,"Emilia Romagna",241,16,5719,26827,4494,1282331,715054,NA,37297,NA,1282331,NA
2020-10-10,"Friuli V.G.",23,6,1215,3817,355,447946,197963,NA,5416,NA,447946,NA
2020-10-10,"Lazio",884,57,8564,9042,972,1002753,826222,NA,19519,NA,1002753,NA
2020-10-10,"Liguria",222,26,2198,10820,1617,344162,183026,NA,14883,NA,344162,NA
2020-10-10,"Lombardia",408,44,11570,82988,16982,2303398,1438722,NA,111992,NA,2303398,NA
2020-10-10,"Marche",41,3,1159,6290,992,266010,156147,NA,8485,NA,266010,NA
2020-10-10,"Molise",7,0,135,543,26,47699,46155,NA,711,NA,47699,NA
2020-10-10,"Bolzano",35,2,836,2815,292,191245,99125,NA,3980,NA,191245,NA
2020-10-10,"Trento",19,0,668,5349,408,248440,104720,NA,6444,NA,248440,NA
2020-10-10,"Piemonte",354,22,4365,29179,4174,786555,467397,NA,38094,NA,786555,NA
2020-10-10,"Puglia",300,22,3389,4982,607,450063,319289,NA,9300,NA,450063,NA
2020-10-10,"Sardegna",140,25,2506,2034,161,210707,177776,NA,4866,NA,210707,NA
2020-10-10,"Sicilia",387,35,3721,4519,335,544425,392395,NA,8997,NA,544425,NA
2020-10-10,"Toscana",160,30,5450,10830,1173,828114,556336,NA,17643,NA,828114,NA
2020-10-10,"Umbria",56,8,1046,1991,88,225964,134818,NA,3189,NA,225964,NA
2020-10-10,"Valle d'Aosta",6,3,171,1120,146,31033,21356,NA,1446,NA,31033,NA
2020-10-10,"Veneto",231,20,5581,23017,2216,2052467,801647,NA,31065,NA,2052467,NA
2020-10-11,"Abruzzo",116,8,1293,3153,487,223420,141605,NA,5057,NA,223420,NA
2020-10-11,"Basilicata",36,0,449,527,35,82150,81320,NA,1047,NA,82150,NA
2020-10-11,"Calabria",41,1,688,1458,103,222632,220526,NA,2291,NA,222632,NA
2020-10-11,"Campania",664,61,9969,7357,479,682704,454679,NA,18530,NA,682704,NA
2020-10-11,"Emilia Romagna",254,23,6072,26837,4495,1290991,719690,NA,37681,NA,1290991,NA
2020-10-11,"Friuli V.G.",22,5,1296,3834,356,449640,198763,NA,5513,NA,449640,NA
2020-10-11,"Lazio",911,69,8862,9072,976,1015486,836669,NA,19890,NA,1015486,NA
2020-10-11,"Liguria",238,26,2334,11052,1619,347496,184673,NA,15269,NA,347496,NA
2020-10-11,"Lombardia",433,48,12368,83190,16985,2318988,1448672,NA,113024,NA,2318988,NA
2020-10-11,"Marche",44,6,1253,6298,992,268395,157585,NA,8593,NA,268395,NA
2020-10-11,"Molise",9,0,156,548,26,48171,46626,NA,739,NA,48171,NA
2020-10-11,"Bolzano",35,1,904,2831,293,192844,99917,NA,4064,NA,192844,NA
2020-10-11,"Trento",19,0,662,5394,408,250287,105220,NA,6483,NA,250287,NA
2020-10-11,"Piemonte",378,24,4654,29270,4177,793035,472398,NA,38503,NA,793035,NA
2020-10-11,"Puglia",301,21,3485,5097,608,453950,321156,NA,9512,NA,453950,NA
2020-10-11,"Sardegna",140,22,2610,2072,165,212459,179167,NA,5009,NA,212459,NA
2020-10-11,"Sicilia",388,38,3975,4557,336,548934,395172,NA,9294,NA,548934,NA
2020-10-11,"Toscana",186,31,5925,10844,1174,839508,564468,NA,18160,NA,839508,NA
2020-10-11,"Umbria",58,9,1169,2000,88,228743,136523,NA,3324,NA,228743,NA
2020-10-11,"Valle d'Aosta",8,3,186,1121,146,31273,21530,NA,1464,NA,31273,NA
2020-10-11,"Veneto",238,24,5826,23197,2218,2063607,806051,NA,31503,NA,2063607,NA
2020-10-12,"Abruzzo",137,11,1384,3154,488,225647,142974,NA,5174,NA,225647,NA
2020-10-12,"Basilicata",36,0,459,528,35,82280,81450,NA,1058,NA,82280,NA
2020-10-12,"Calabria",42,1,730,1467,104,223860,221754,NA,2344,NA,223860,NA
2020-10-12,"Campania",685,64,10477,7487,479,690109,460813,NA,19192,NA,690109,NA
2020-10-12,"Emilia Romagna",284,25,6364,26849,4496,1297651,723741,NA,38018,NA,1297651,NA
2020-10-12,"Friuli V.G.",22,5,1345,3844,356,451336,199799,NA,5572,NA,451336,NA
2020-10-12,"Lazio",927,78,9117,9179,984,1029316,849390,NA,20285,NA,1029316,NA
2020-10-12,"Liguria",261,24,2456,11093,1621,349066,185406,NA,15455,NA,349066,NA
2020-10-12,"Lombardia",463,50,12866,83353,16988,2332922,1458192,NA,113720,NA,2332922,NA
2020-10-12,"Marche",50,5,1274,6309,992,269232,158054,NA,8630,NA,269232,NA
2020-10-12,"Molise",9,0,155,556,26,48601,47043,NA,746,NA,48601,NA
2020-10-12,"Bolzano",42,2,929,2843,293,193891,100427,NA,4109,NA,193891,NA
2020-10-12,"Trento",19,0,661,5396,409,250412,105284,NA,6485,NA,250412,NA
2020-10-12,"Piemonte",457,22,4984,29314,4180,799421,476939,NA,38957,NA,799421,NA
2020-10-12,"Puglia",307,19,3587,5142,614,456383,323084,NA,9669,NA,456383,NA
2020-10-12,"Sardegna",157,23,2679,2113,166,214037,180487,NA,5138,NA,214037,NA
2020-10-12,"Sicilia",404,42,4236,4571,339,552826,397546,NA,9592,NA,552826,NA
2020-10-12,"Toscana",205,40,6259,10942,1180,848466,570706,NA,18626,NA,848466,NA
2020-10-12,"Umbria",61,9,1300,2012,90,233252,138736,NA,3472,NA,233252,NA
2020-10-12,"Valle d'Aosta",9,3,213,1125,146,31492,21680,NA,1496,NA,31492,NA
2020-10-12,"Veneto",244,29,6016,23323,2219,2069955,808554,NA,31831,NA,2069955,NA
2020-10-13,"Abruzzo",146,15,1518,3153,488,228524,144769,NA,5320,NA,228524,NA
2020-10-13,"Basilicata",34,0,463,532,37,83481,82651,NA,1066,NA,83481,NA
2020-10-13,"Calabria",42,1,755,1486,104,226243,224137,NA,2388,NA,226243,NA
2020-10-13,"Campania",694,62,11022,7564,485,697829,467964,NA,19827,NA,697829,NA
2020-10-13,"Emilia Romagna",323,31,6522,26982,4498,1310995,728221,NA,38356,NA,1310995,NA
2020-10-13,"Friuli V.G.",27,10,1367,3850,356,454083,200782,NA,5610,NA,454083,NA
2020-10-13,"Lazio",896,83,9658,9238,989,1044724,861669,NA,20864,NA,1044724,NA
2020-10-13,"Liguria",272,27,2624,11357,1622,353832,188093,NA,15902,NA,353832,NA
2020-10-13,"Lombardia",546,62,13648,83550,16994,2350108,1469625,NA,114800,NA,2350108,NA
2020-10-13,"Marche",60,6,1329,6325,992,270757,158948,NA,8712,NA,270757,NA
2020-10-13,"Molise",10,0,200,559,26,49398,47568,NA,795,NA,49398,NA
2020-10-13,"Bolzano",54,3,937,2856,293,194574,100855,NA,4143,NA,194574,NA
2020-10-13,"Trento",20,0,665,5417,411,251213,105581,NA,6513,NA,251213,NA
2020-10-13,"Piemonte",483,30,5452,29394,4183,808603,480303,NA,39542,NA,808603,NA
2020-10-13,"Puglia",310,23,3665,5235,616,461971,327324,NA,9849,NA,461971,NA
2020-10-13,"Sardegna",164,26,2710,2227,168,216503,182625,NA,5295,NA,216503,NA
2020-10-13,"Sicilia",426,44,4407,4708,341,561166,402751,NA,9926,NA,561166,NA
2020-10-13,"Toscana",218,44,6655,11008,1181,856638,576101,NA,19106,NA,856638,NA
2020-10-13,"Umbria",68,11,1412,2027,90,236287,140125,NA,3608,NA,236287,NA
2020-10-13,"Valle d'Aosta",11,3,244,1125,146,31763,21861,NA,1529,NA,31763,NA
2020-10-13,"Veneto",272,33,6350,23435,2226,2074007,810366,NA,32316,NA,2074007,NA
2020-10-14,"Abruzzo",154,15,1632,3156,489,231053,146193,NA,5446,NA,231053,NA
2020-10-14,"Basilicata",35,0,469,534,37,84449,83619,NA,1075,NA,84449,NA
2020-10-14,"Calabria",44,1,801,1498,104,228678,226572,NA,2448,NA,228678,NA
2020-10-14,"Campania",735,61,11647,7715,487,709225,476051,NA,20645,NA,709225,NA
2020-10-14,"Emilia Romagna",383,35,6730,27045,4502,1326602,736069,NA,38695,NA,1326602,NA
2020-10-14,"Friuli V.G.",28,11,1515,3882,356,460113,203239,NA,5792,NA,460113,NA
2020-10-14,"Lazio",937,85,10041,9350,994,1060208,872710,NA,21407,NA,1060208,NA
2020-10-14,"Liguria",286,29,2760,11566,1623,357813,190129,NA,16264,NA,357813,NA
2020-10-14,"Lombardia",645,64,14509,84415,17011,2379156,1488016,NA,116644,NA,2379156,NA
2020-10-14,"Marche",64,8,1465,6349,992,273839,160725,NA,8878,NA,273839,NA
2020-10-14,"Molise",9,0,215,563,26,50091,47924,NA,813,NA,50091,NA
2020-10-14,"Bolzano",54,3,1061,2856,293,196147,101569,NA,4267,NA,196147,NA
2020-10-14,"Trento",20,0,638,5471,413,253780,106152,NA,6542,NA,253780,NA
2020-10-14,"Piemonte",562,33,5792,29467,4187,814570,482280,NA,40041,NA,814570,NA
2020-10-14,"Puglia",311,23,3895,5317,618,467815,330789,NA,10164,NA,467815,NA
2020-10-14,"Sardegna",172,26,2728,2323,168,218661,184574,NA,5417,NA,218661,NA
2020-10-14,"Sicilia",447,49,4691,4762,343,568187,407145,NA,10292,NA,568187,NA
2020-10-14,"Toscana",229,46,7152,11071,1183,867671,583506,NA,19681,NA,867671,NA
2020-10-14,"Umbria",71,12,1540,2035,91,239714,142109,NA,3749,NA,239714,NA
2020-10-14,"Valle d'Aosta",13,3,279,1125,146,32021,21997,NA,1566,NA,32021,NA
2020-10-14,"Veneto",271,35,6876,23565,2226,2095102,818552,NA,32973,NA,2095102,NA
2020-10-15,"Abruzzo",159,10,1824,3164,491,234275,148088,NA,5648,NA,234275,NA
2020-10-15,"Basilicata",36,0,503,536,37,85435,84605,NA,1112,NA,85435,NA
2020-10-15,"Calabria",51,3,805,1524,104,230635,228529,NA,2487,NA,230635,NA
2020-10-15,"Campania",762,66,12416,8032,496,723005,487147,NA,21772,NA,723005,NA
2020-10-15,"Emilia Romagna",392,49,7080,27124,4503,1339233,742503,NA,39148,NA,1339233,NA
2020-10-15,"Friuli V.G.",32,11,1604,3923,358,465140,205301,NA,5928,NA,465140,NA
2020-10-15,"Lazio",969,90,10546,9395,1001,1076138,884989,NA,22001,NA,1076138,NA
2020-10-15,"Liguria",316,26,2771,11957,1626,362962,192467,NA,16696,NA,362962,NA
2020-10-15,"Lombardia",726,72,16252,84624,17037,2411663,1508334,NA,118711,NA,2411663,NA
2020-10-15,"Marche",61,9,1594,6362,992,276513,162176,NA,9018,NA,276513,NA
2020-10-15,"Molise",7,0,244,566,26,51862,48828,NA,843,NA,51862,NA
2020-10-15,"Bolzano",60,3,1130,2879,293,197890,102467,NA,4365,NA,197890,NA
2020-10-15,"Trento",20,0,648,5521,415,255435,106544,NA,6604,NA,255435,NA
2020-10-15,"Piemonte",595,40,6673,29576,4190,828712,489887,NA,41074,NA,828712,NA
2020-10-15,"Puglia",319,26,4064,5387,625,473161,334382,NA,10421,NA,473161,NA
2020-10-15,"Sardegna",180,28,2816,2410,169,221349,186956,NA,5603,NA,221349,NA
2020-10-15,"Sicilia",468,52,4967,4854,350,575631,411784,NA,10691,NA,575631,NA
2020-10-15,"Toscana",276,46,7584,11171,1185,878817,591385,NA,20262,NA,878817,NA
2020-10-15,"Umbria",74,12,1731,2104,91,243404,144075,NA,4012,NA,243404,NA
2020-10-15,"Valle d'Aosta",14,3,343,1127,146,32441,22227,NA,1633,NA,32441,NA
2020-10-15,"Veneto",279,40,7289,23728,2237,2114126,825788,NA,33573,NA,2114126,NA
2020-10-16,"Abruzzo",167,11,1972,3184,491,237943,150236,NA,5825,NA,237943,NA
2020-10-16,"Basilicata",36,0,547,548,38,86551,85721,NA,1169,NA,86551,NA
2020-10-16,"Calabria",51,4,849,1581,104,233393,231287,NA,2589,NA,233393,NA
2020-10-16,"Campania",786,67,13501,8180,499,737227,498492,NA,23033,NA,737227,NA
2020-10-16,"Emilia Romagna",404,61,7568,27155,4504,1352796,748337,NA,39692,NA,1352796,NA
2020-10-16,"Friuli V.G.",45,12,1742,3935,359,470467,206998,NA,6093,NA,470467,NA
2020-10-16,"Lazio",1004,98,11215,9473,1006,1095576,901184,NA,22796,NA,1095576,NA
2020-10-16,"Liguria",347,32,2862,12408,1632,367942,194933,NA,17281,NA,367942,NA
2020-10-16,"Lombardia",834,71,18223,84958,17044,2442250,1527182,NA,121130,NA,2442250,NA
2020-10-16,"Marche",73,10,1671,6387,992,278711,163367,NA,9133,NA,278711,NA
2020-10-16,"Molise",8,0,257,573,26,52400,49359,NA,864,NA,52400,NA
2020-10-16,"Bolzano",66,6,1231,2897,293,200042,103548,NA,4493,NA,200042,NA
2020-10-16,"Trento",20,0,705,5574,416,257811,107156,NA,6715,NA,257811,NA
2020-10-16,"Piemonte",658,43,7357,29643,4194,838419,493847,NA,41895,NA,838419,NA
2020-10-16,"Puglia",326,26,4321,5431,630,478743,338385,NA,10734,NA,478743,NA
2020-10-16,"Sardegna",187,29,2879,2470,171,223799,189006,NA,5736,NA,223799,NA
2020-10-16,"Sicilia",471,58,5405,4975,360,583340,416980,NA,11269,NA,583340,NA
2020-10-16,"Toscana",308,51,8156,11315,1187,890317,598910,NA,21017,NA,890317,NA
2020-10-16,"Umbria",75,15,1871,2158,91,246365,145535,NA,4210,NA,246365,NA
2020-10-16,"Valle d'Aosta",13,4,365,1132,146,32618,22334,NA,1660,NA,32618,NA
2020-10-16,"Veneto",299,40,7799,23895,2244,2121494,828067,NA,34277,NA,2121494,NA
2020-10-17,"Abruzzo",169,13,2112,3186,493,241046,151830,NA,5973,NA,241046,NA
2020-10-17,"Basilicata",40,0,598,550,38,87674,86834,NA,1226,NA,87674,NA
2020-10-17,"Calabria",58,5,931,1585,104,236388,234284,NA,2683,NA,236388,NA
2020-10-17,"Campania",817,75,14798,8254,499,751931,509918,NA,24443,NA,751931,NA
2020-10-17,"Emilia Romagna",427,65,8157,27175,4509,1366109,754101,NA,40333,NA,1366109,NA
2020-10-17,"Friuli V.G.",49,13,1877,3962,359,474807,208471,NA,6260,NA,474807,NA
2020-10-17,"Lazio",1043,98,12096,9535,1018,1123324,924313,NA,23790,NA,1123324,NA
2020-10-17,"Liguria",364,38,3156,12554,1633,373115,197088,NA,17745,NA,373115,NA
2020-10-17,"Lombardia",943,96,20586,85112,17057,2471303,1544959,NA,123794,NA,2471303,NA
2020-10-17,"Marche",77,10,1775,6400,992,280905,164588,NA,9254,NA,280905,NA
2020-10-17,"Molise",9,0,321,573,26,53352,50306,NA,929,NA,53352,NA
2020-10-17,"Bolzano",66,6,1372,2911,293,201756,104499,NA,4648,NA,201756,NA
2020-10-17,"Trento",27,0,744,5609,417,260404,107750,NA,6797,NA,260404,NA
2020-10-17,"Piemonte",701,51,8128,29791,4196,849485,498420,NA,42867,NA,849485,NA
2020-10-17,"Puglia",368,33,4579,5472,632,484125,342024,NA,11084,NA,484125,NA
2020-10-17,"Sardegna",192,30,2966,2506,172,226794,191734,NA,5866,NA,226794,NA
2020-10-17,"Sicilia",479,61,5741,5101,362,589079,422068,NA,11744,NA,589079,NA
2020-10-17,"Toscana",344,50,8853,11460,1189,903865,608130,NA,21896,NA,903865,NA
2020-10-17,"Umbria",99,16,2015,2193,92,249890,147587,NA,4415,NA,249890,NA
2020-10-17,"Valle d'Aosta",17,2,439,1134,146,33039,22585,NA,1738,NA,33039,NA
2020-10-17,"Veneto",328,43,8369,24064,2247,2135650,832701,NA,35051,NA,2135650,NA
2020-10-18,"Abruzzo",170,13,2330,3187,494,244761,153850,NA,6194,NA,244761,NA
2020-10-18,"Basilicata",43,0,637,555,39,88624,87784,NA,1274,NA,88624,NA
2020-10-18,"Calabria",61,5,1006,1585,104,238747,236641,NA,2761,NA,238747,NA
2020-10-18,"Campania",849,78,15938,8453,501,766187,519783,NA,25819,NA,766187,NA
2020-10-18,"Emilia Romagna",439,67,8657,27181,4515,1375298,760075,NA,40859,NA,1375298,NA
2020-10-18,"Friuli V.G.",56,14,2011,3973,361,477102,209531,NA,6415,NA,477102,NA
